,hp,atk,def,spatk,spdef,spd,t11,t12,t21,t22,win
28472,-45.0,-40.0,-60.0,-30.0,-55.0,-32.0,1.0,1.0,1.0,1.0,0.0
28473,66.0,31.0,-20.0,61.0,13.0,9.0,0.5,1.0,1.0,1.0,1.0
28474,95.0,-26.0,-29.0,11.0,14.0,-105.0,1.0,1.0,1.0,1.0,0.0
28475,10.0,-60.0,5.0,-10.0,-10.0,-40.0,1.0,0.5,1.0,1.0,0.0
28476,-10.0,39.0,-10.0,75.0,18.0,5.0,1.0,1.0,1.0,1.0,1.0
28477,-24.0,14.0,14.0,23.0,13.0,-38.0,1.0,1.0,1.0,1.0,0.0
28478,25.0,65.0,20.0,15.0,70.0,0.0,1.0,1.0,1.0,1.0,0.0
28479,-4.0,42.0,61.0,-31.0,-49.0,-22.0,1.0,1.0,1.0,1.0,0.0
28480,5.0,-22.0,-37.0,-47.0,-42.0,81.0,0.5,2.0,1.0,1.0,0.0
28481,0.0,16.0,-25.0,1.0,-5.0,-6.0,1.0,1.0,0.5,2.0,0.0
28482,-25.0,-35.0,-45.0,0.0,-55.0,-28.0,1.0,1.0,1.0,1.0,0.0
28483,20.0,10.0,0.0,-15.0,-15.0,-35.0,1.0,1.0,1.0,1.0,0.0
28484,12.0,25.0,20.0,25.0,20.0,-17.0,1.0,1.0,1.0,1.0,0.0
28485,0.0,-60.0,-15.0,65.0,45.0,20.0,0.5,1.0,2.0,1.0,1.0
28486,-54.0,-93.0,-100.0,-60.0,-50.0,-40.0,0.5,1.0,1.0,1.0,0.0
28487,61.0,22.0,-18.0,69.0,34.0,-36.0,0.5,1.0,1.0,1.0,0.0
28488,8.0,17.0,-3.0,-13.0,-3.0,-22.0,1.0,1.0,1.0,1.0,0.0
28489,20.0,-30.0,1.0,100.0,-30.0,59.0,1.0,1.0,1.0,1.0,1.0
28490,45.0,55.0,11.0,12.0,20.0,49.0,1.0,1.0,2.0,1.0,1.0
28491,-51.0,-27.0,-50.0,-94.0,-55.0,-52.0,1.0,1.0,1.0,2.0,0.0
28492,-19.0,-64.0,-165.0,-7.0,-50.0,8.0,0.5,2.0,1.0,1.0,1.0
28493,35.0,20.0,-5.0,-75.0,-10.0,-15.0,2.0,1.0,1.0,1.0,0.0
28494,-25.0,58.0,-35.0,-77.0,-5.0,85.0,2.0,1.0,2.0,1.0,1.0
28495,-20.0,-37.0,-42.0,-82.0,-42.0,-61.0,1.0,1.0,1.0,1.0,0.0
28496,-30.0,-39.0,-3.0,-7.0,-17.0,-24.0,0.5,1.0,1.0,1.0,0.0
28497,5.0,-9.0,-15.0,16.0,-25.0,29.0,1.0,1.0,1.0,1.0,1.0
28498,31.0,72.0,30.0,20.0,40.0,47.0,2.0,1.0,1.0,1.0,1.0
28499,0.0,23.0,3.0,13.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0
28500,57.0,34.0,40.0,-21.0,40.0,40.0,1.0,1.0,1.0,1.0,1.0
28501,21.0,35.0,51.0,50.0,46.0,32.0,1.0,1.0,0.5,1.0,1.0
28502,63.0,80.0,32.0,57.0,36.0,23.0,1.0,1.0,0.5,1.0,1.0
28503,-31.0,-28.0,-9.0,-10.0,-49.0,-48.0,0.5,1.0,2.0,1.0,0.0
28504,-55.0,-40.0,-5.0,-35.0,-5.0,-25.0,1.0,1.0,1.0,1.0,0.0
28505,70.0,100.0,30.0,15.0,5.0,-20.0,1.0,1.0,2.0,1.0,0.0
28506,40.0,20.0,95.0,65.0,-5.0,-5.0,0.5,2.0,1.0,1.0,0.0
28507,0.0,-10.0,-25.0,20.0,-25.0,55.0,2.0,1.0,1.0,1.0,1.0
28508,25.0,20.0,-10.0,51.0,87.0,22.0,1.0,1.0,1.0,1.0,1.0
28509,-15.0,-20.0,-60.0,-65.0,-5.0,-30.0,1.0,1.0,1.0,1.0,0.0
28510,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,1.0,1.0,1.0,1.0,0.0
28511,-76.0,-70.0,-35.0,-114.0,-35.0,-70.0,0.5,1.0,0.5,1.0,0.0
28512,-15.0,-80.0,-80.0,-74.0,-49.0,-30.0,1.0,1.0,1.0,1.0,0.0
28513,-25.0,-27.0,-12.0,-12.0,-42.0,-38.0,1.0,1.0,1.0,1.0,0.0
28514,-9.0,31.0,-31.0,1.0,-46.0,65.0,2.0,0.5,1.0,1.0,1.0
28515,35.0,82.0,68.0,2.0,17.0,-19.0,1.0,1.0,1.0,1.0,0.0
28516,15.0,25.0,50.0,40.0,40.0,60.0,2.0,1.0,1.0,1.0,1.0
28517,-6.0,10.0,52.0,-7.0,23.0,-2.0,1.0,1.0,1.0,1.0,0.0
28518,-61.0,-23.0,-23.0,8.0,-2.0,26.0,2.0,2.0,1.0,0.5,1.0
28519,2.0,11.0,-18.0,23.0,-16.0,40.0,1.0,1.0,1.0,1.0,1.0
28520,25.0,-60.0,30.0,-80.0,30.0,70.0,0.0,0.5,0.5,1.0,0.0
28521,40.0,-10.0,-20.0,85.0,105.0,45.0,1.0,1.0,1.0,1.0,1.0
28522,-60.0,-80.0,-80.0,-25.0,-60.0,75.0,0.5,2.0,1.0,1.0,0.0
28523,68.0,67.0,83.0,3.0,17.0,-23.0,0.5,1.0,1.0,1.0,0.0
28524,0.0,32.0,15.0,52.0,45.0,20.0,2.0,1.0,2.0,1.0,1.0
28525,-20.0,37.0,33.0,47.0,43.0,-25.0,0.5,1.0,0.5,1.0,0.0
28526,-16.0,-15.0,75.0,15.0,-26.0,-50.0,1.0,1.0,1.0,1.0,0.0
28527,-66.0,-27.0,-72.0,6.0,-52.0,-10.0,1.0,2.0,1.0,1.0,0.0
28528,-10.0,-75.0,-10.0,-70.0,-10.0,-50.0,2.0,1.0,2.0,1.0,0.0
28529,-15.0,-29.0,-11.0,-5.0,0.0,-40.0,1.0,1.0,1.0,1.0,0.0
28530,-44.0,-61.0,-33.0,-55.0,-17.0,-18.0,1.0,1.0,1.0,1.0,0.0
28531,-24.0,-73.0,-45.0,-6.0,-71.0,31.0,1.0,1.0,1.0,1.0,1.0
28532,5.0,73.0,37.0,0.0,-50.0,-10.0,1.0,1.0,1.0,1.0,0.0
28533,40.0,60.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0
28534,-60.0,-40.0,10.0,-50.0,10.0,-55.0,1.0,1.0,1.0,1.0,0.0
28535,-25.0,-55.0,-60.0,-60.0,-30.0,-50.0,1.0,1.0,1.0,1.0,0.0
28536,28.0,35.0,45.0,65.0,30.0,-59.0,0.5,0.0,2.0,1.0,0.0
28537,20.0,-20.0,-40.0,50.0,15.0,10.0,1.0,1.0,1.0,1.0,1.0
28538,-2.0,26.0,85.0,-25.0,-21.0,-35.0,1.0,1.0,1.0,1.0,0.0
28539,-25.0,75.0,165.0,-50.0,-50.0,-10.0,2.0,1.0,1.0,1.0,0.0
28540,-15.0,-40.0,-35.0,35.0,5.0,0.0,2.0,1.0,2.0,1.0,0.0
28541,21.0,-2.0,41.0,50.0,51.0,-21.0,0.5,1.0,0.5,1.0,0.0
28542,25.0,79.0,45.0,40.0,-10.0,-10.0,2.0,1.0,1.0,1.0,0.0
28543,21.0,-2.0,12.0,-33.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0
28544,30.0,62.0,30.0,30.0,-15.0,43.0,0.5,1.0,1.0,1.0,1.0
28545,-43.0,57.0,-17.0,79.0,-11.0,-24.0,1.0,1.0,1.0,0.5,0.0
28546,-6.0,8.0,-67.0,33.0,-35.0,-18.0,2.0,1.0,1.0,1.0,0.0
28547,-20.0,-30.0,-55.0,20.0,-30.0,-70.0,1.0,1.0,1.0,1.0,0.0
28548,10.0,37.0,7.0,37.0,32.0,46.0,2.0,1.0,1.0,1.0,1.0
28549,30.0,81.0,59.0,24.0,66.0,100.0,1.0,1.0,2.0,1.0,1.0
28550,1.0,-21.0,-25.0,-9.0,-20.0,-1.0,0.0,1.0,1.0,1.0,0.0
28551,-70.0,-25.0,-30.0,-25.0,-30.0,60.0,1.0,1.0,1.0,1.0,1.0
28552,20.0,10.0,0.0,0.0,10.0,20.0,0.5,1.0,0.5,1.0,1.0
28553,7.0,60.0,28.0,-20.0,8.0,-12.0,1.0,1.0,1.0,1.0,0.0
28554,5.0,55.0,70.0,30.0,0.0,-32.0,1.0,1.0,1.0,1.0,0.0
28555,6.0,-38.0,-23.0,7.0,0.0,18.0,2.0,2.0,1.0,1.0,1.0
28556,-10.0,-17.0,-45.0,-47.0,-45.0,-66.0,2.0,1.0,0.5,1.0,0.0
28557,65.0,60.0,0.0,-50.0,-20.0,5.0,0.5,0.5,1.0,1.0,1.0
28558,-5.0,0.0,-15.0,8.0,-30.0,-30.0,0.5,1.0,1.0,1.0,0.0
28559,10.0,45.0,43.0,15.0,13.0,-15.0,1.0,1.0,1.0,1.0,0.0
28560,35.0,40.0,35.0,115.0,55.0,30.0,1.0,1.0,1.0,1.0,1.0
28561,-2.0,-4.0,-25.0,41.0,-25.0,5.0,1.0,1.0,2.0,1.0,1.0
28562,15.0,-15.0,25.0,10.0,15.0,-30.0,1.0,1.0,1.0,1.0,0.0
28563,-10.0,15.0,67.0,20.0,32.0,-9.0,0.5,1.0,0.5,1.0,0.0
28564,41.0,30.0,40.0,40.0,50.0,15.0,0.5,1.0,1.0,1.0,1.0
28565,-20.0,-60.0,-35.0,-15.0,-80.0,15.0,1.0,1.0,1.0,1.0,1.0
28566,-35.0,15.0,-5.0,-60.0,-10.0,60.0,1.0,1.0,1.0,1.0,1.0
28567,15.0,-5.0,-35.0,13.0,-25.0,10.0,1.0,1.0,1.0,1.0,1.0
28568,-25.0,65.0,-10.0,-5.0,-50.0,0.0,2.0,1.0,1.0,1.0,0.0
28569,-15.0,-55.0,-19.0,35.0,16.0,40.0,1.0,1.0,1.0,1.0,1.0
28570,20.0,30.0,60.0,0.0,40.0,-45.0,1.0,1.0,1.0,1.0,0.0
28571,17.0,-17.0,-18.0,16.0,2.0,51.0,1.0,1.0,2.0,1.0,1.0
28572,25.0,-2.0,-47.0,-2.0,-47.0,-40.0,1.0,1.0,1.0,1.0,0.0
28573,-47.0,-100.0,47.0,40.0,57.0,28.0,1.0,1.0,1.0,1.0,1.0
28574,10.0,8.0,-23.0,-12.0,-23.0,65.0,0.0,2.0,1.0,0.0,0.0
28575,20.0,62.0,10.0,15.0,0.0,78.0,1.0,2.0,1.0,1.0,1.0
28576,2.0,39.0,33.0,67.0,73.0,9.0,1.0,1.0,1.0,1.0,1.0
28577,19.0,-8.0,-23.0,-80.0,-49.0,-44.0,0.5,1.0,1.0,1.0,0.0
28578,20.0,0.0,85.0,55.0,-15.0,-83.0,0.5,1.0,1.0,1.0,0.0
28579,40.0,82.0,40.0,70.0,10.0,78.0,1.0,1.0,2.0,2.0,1.0
28580,-72.0,4.0,-3.0,-40.0,-50.0,-12.0,1.0,2.0,1.0,1.0,0.0
28581,22.0,-15.0,15.0,-95.0,-40.0,-30.0,1.0,1.0,1.0,1.0,0.0
28582,25.0,-19.0,-10.0,-64.0,-45.0,-27.0,1.0,1.0,1.0,1.0,0.0
28583,-32.0,-75.0,-80.0,-9.0,-46.0,-13.0,0.5,1.0,1.0,1.0,0.0
28584,0.0,-38.0,-2.0,-25.0,0.0,-15.0,1.0,1.0,1.0,1.0,0.0
28585,-9.0,-6.0,12.0,-6.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0
28586,10.0,-15.0,-105.0,10.0,-60.0,55.0,2.0,1.0,0.5,1.0,1.0
28587,35.0,-58.0,-35.0,48.0,50.0,35.0,1.0,1.0,1.0,1.0,1.0
28588,-55.0,-35.0,-15.0,-65.0,-20.0,-5.0,1.0,1.0,1.0,1.0,0.0
28589,15.0,15.0,15.0,65.0,35.0,-20.0,1.0,1.0,1.0,1.0,0.0
28590,-40.0,-15.0,-70.0,20.0,-130.0,55.0,1.0,1.0,1.0,1.0,1.0
28591,-21.0,62.0,-12.0,-14.0,44.0,-41.0,0.5,1.0,1.0,1.0,0.0
28592,-20.0,10.0,70.0,-65.0,-41.0,-86.0,1.0,1.0,1.0,1.0,0.0
28593,0.0,40.0,-28.0,-70.0,3.0,-10.0,1.0,2.0,1.0,1.0,0.0
28594,-10.0,-30.0,-15.0,0.0,50.0,30.0,0.5,1.0,1.0,1.0,1.0
28595,25.0,30.0,5.0,-35.0,15.0,-27.0,1.0,1.0,0.5,1.0,0.0
28596,2.0,0.0,-2.0,-20.0,-5.0,30.0,1.0,1.0,1.0,1.0,1.0
28597,45.0,-7.0,-27.0,73.0,38.0,51.0,2.0,1.0,1.0,1.0,1.0
28598,-29.0,1.0,-81.0,-14.0,-66.0,55.0,1.0,0.5,2.0,0.5,0.0
28599,15.0,40.0,0.0,10.0,25.0,40.0,1.0,1.0,1.0,1.0,1.0
28600,-20.0,-24.0,-6.0,-25.0,5.0,-20.0,1.0,1.0,1.0,1.0,0.0
28601,61.0,165.0,50.0,129.0,75.0,95.0,1.0,2.0,0.5,0.5,1.0
28602,14.0,70.0,-15.0,-2.0,-7.0,-105.0,2.0,1.0,1.0,1.0,1.0
28603,16.0,17.0,7.0,10.0,5.0,45.0,1.0,1.0,2.0,1.0,1.0
28604,-25.0,-20.0,-35.0,-73.0,-35.0,-35.0,1.0,1.0,1.0,1.0,0.0
28605,45.0,77.0,99.0,4.0,-19.0,3.0,1.0,1.0,1.0,1.0,1.0
28606,-11.0,-32.0,6.0,-52.0,6.0,14.0,1.0,1.0,1.0,1.0,1.0
28607,-10.0,15.0,-25.0,5.0,-25.0,-35.0,0.5,2.0,2.0,0.0,0.0
28608,-8.0,23.0,0.0,42.0,-5.0,82.0,1.0,1.0,1.0,1.0,1.0
28609,-28.0,-13.0,28.0,19.0,39.0,-34.0,0.5,1.0,1.0,1.0,0.0
28610,17.0,0.0,-18.0,-10.0,-28.0,-15.0,0.5,1.0,1.0,1.0,0.0
28611,30.0,35.0,30.0,25.0,15.0,75.0,1.0,1.0,1.0,1.0,1.0
28612,10.0,15.0,2.0,90.0,30.0,23.0,1.0,1.0,1.0,1.0,1.0
28613,5.0,15.0,-10.0,35.0,0.0,5.0,2.0,0.5,1.0,1.0,1.0
28614,-55.0,-60.0,-90.0,-70.0,-50.0,-25.0,1.0,1.0,2.0,0.5,0.0
28615,35.0,30.0,23.0,45.0,23.0,56.0,1.0,1.0,1.0,1.0,1.0
28616,-25.0,-80.0,-130.0,5.0,-10.0,-5.0,0.5,1.0,1.0,1.0,0.0
28617,-44.0,70.0,0.0,34.0,0.0,40.0,1.0,1.0,0.0,1.0,1.0
28618,25.0,30.0,15.0,0.0,20.0,-5.0,1.0,1.0,1.0,1.0,0.0
28619,4.0,30.0,32.0,30.0,32.0,-14.0,0.5,1.0,1.0,1.0,0.0
28620,20.0,75.0,30.0,52.0,35.0,25.0,1.0,1.0,1.0,1.0,1.0
28621,20.0,-5.0,80.0,30.0,5.0,-40.0,1.0,1.0,0.5,1.0,0.0
28622,0.0,-50.0,-10.0,-15.0,10.0,65.0,1.0,0.5,1.0,1.0,0.0
28623,-3.0,-26.0,-45.0,14.0,35.0,5.0,0.5,1.0,1.0,1.0,1.0
28624,-15.0,25.0,-3.0,-15.0,-20.0,-12.0,1.0,1.0,1.0,1.0,0.0
28625,13.0,51.0,0.0,-9.0,-20.0,15.0,0.5,1.0,2.0,0.5,1.0
28626,-9.0,-10.0,-7.0,-43.0,-28.0,22.0,0.5,1.0,1.0,1.0,1.0
28627,-39.0,-48.0,-40.0,-100.0,-55.0,-48.0,0.5,1.0,1.0,1.0,0.0
28628,24.0,11.0,-7.0,31.0,-7.0,-27.0,1.0,1.0,1.0,1.0,0.0
28629,-5.0,20.0,20.0,-25.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0
28630,5.0,52.0,4.0,27.0,9.0,17.0,1.0,1.0,1.0,1.0,1.0
28631,55.0,55.0,-10.0,45.0,10.0,49.0,1.0,1.0,0.5,1.0,1.0
28632,-25.0,-30.0,30.0,10.0,-15.0,20.0,1.0,1.0,1.0,1.0,1.0
28633,15.0,-15.0,55.0,5.0,5.0,-45.0,1.0,1.0,1.0,2.0,1.0
28634,-10.0,25.0,116.0,15.0,106.0,-20.0,1.0,1.0,1.0,1.0,0.0
28635,-25.0,22.0,-10.0,-63.0,47.0,-14.0,1.0,1.0,1.0,1.0,0.0
28636,-26.0,-60.0,-25.0,-30.0,-34.0,10.0,2.0,1.0,1.0,1.0,1.0
28637,90.0,15.0,51.0,40.0,51.0,13.0,0.0,1.0,1.0,1.0,0.0
28638,-24.0,-43.0,-24.0,-48.0,11.0,19.0,2.0,1.0,1.0,1.0,1.0
28639,-25.0,-30.0,-65.0,30.0,-25.0,-20.0,0.0,2.0,1.0,1.0,0.0
28640,40.0,-33.0,60.0,95.0,60.0,10.0,0.5,1.0,1.0,1.0,1.0
28641,25.0,-15.0,35.0,-10.0,-10.0,-25.0,1.0,1.0,1.0,1.0,0.0
28642,-13.0,-34.0,-8.0,-15.0,-15.0,-35.0,1.0,1.0,1.0,1.0,0.0
28643,67.0,-5.0,27.0,75.0,25.0,-8.0,1.0,1.0,1.0,1.0,0.0
28644,-9.0,-1.0,37.0,61.0,52.0,45.0,1.0,0.5,1.0,0.5,1.0
28645,0.0,20.0,0.0,-35.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0
28646,10.0,-85.0,-45.0,5.0,-15.0,-60.0,1.0,1.0,1.0,1.0,0.0
28647,-40.0,-120.0,-59.0,-15.0,-20.0,4.0,1.0,2.0,1.0,1.0,1.0
28648,-10.0,-37.0,-67.0,38.0,-17.0,76.0,0.5,1.0,1.0,1.0,0.0
28649,0.0,45.0,-20.0,-65.0,-30.0,-35.0,1.0,1.0,1.0,1.0,0.0
28650,-45.0,-45.0,-50.0,-110.0,-80.0,-10.0,1.0,1.0,1.0,1.0,0.0
28651,15.0,2.0,67.0,47.0,-8.0,-4.0,0.5,1.0,1.0,1.0,0.0
28652,-10.0,-45.0,-10.0,70.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0
28653,19.0,14.0,18.0,25.0,30.0,8.0,1.0,1.0,1.0,1.0,1.0
28654,15.0,32.0,13.0,5.0,20.0,15.0,1.0,1.0,1.0,1.0,1.0
28655,50.0,-30.0,-70.0,-52.0,-98.0,-24.0,1.0,1.0,0.5,2.0,1.0
28656,-3.0,-10.0,-2.0,-11.0,-12.0,33.0,0.5,1.0,1.0,1.0,1.0
28657,10.0,60.0,40.0,-40.0,-15.0,-85.0,1.0,1.0,1.0,1.0,0.0
28658,-50.0,-78.0,38.0,-78.0,8.0,-70.0,2.0,1.0,2.0,1.0,0.0
28659,45.0,118.0,50.0,118.0,40.0,75.0,1.0,1.0,2.0,1.0,1.0
28660,-1.0,-50.0,-83.0,-13.0,-58.0,35.0,0.5,1.0,1.0,1.0,1.0
28661,-50.0,-58.0,-25.0,-50.0,-35.0,-5.0,0.5,0.5,1.0,1.0,0.0
28662,25.0,90.0,10.0,90.0,35.0,20.0,0.5,0.5,1.0,1.0,1.0
28663,-43.0,-25.0,-35.0,-20.0,-15.0,-7.0,1.0,1.0,1.0,1.0,0.0
28664,15.0,56.0,10.0,21.0,10.0,24.0,1.0,1.0,2.0,1.0,1.0
28665,2.0,22.0,27.0,-38.0,27.0,-53.0,1.0,1.0,1.0,1.0,0.0
28666,-27.0,-85.0,10.0,15.0,20.0,52.0,1.0,1.0,1.0,1.0,0.0
28667,22.0,-4.0,10.0,0.0,0.0,21.0,1.0,1.0,1.0,1.0,1.0
28668,-40.0,19.0,-40.0,20.0,-22.0,5.0,1.0,1.0,1.0,1.0,1.0
28669,-52.0,-110.0,-60.0,-25.0,-60.0,-110.0,1.0,1.0,1.0,1.0,0.0
28670,-11.0,7.0,-15.0,-35.0,-50.0,15.0,1.0,1.0,0.5,0.5,1.0
28671,22.0,-1.0,105.0,49.0,-20.0,-70.0,2.0,1.0,1.0,1.0,1.0
28672,-10.0,0.0,-14.0,5.0,-4.0,13.0,1.0,1.0,1.0,1.0,1.0
28673,11.0,-55.0,0.0,-43.0,12.0,30.0,0.0,1.0,1.0,1.0,0.0
28674,-20.0,5.0,2.0,-15.0,-25.0,15.0,1.0,1.0,1.0,1.0,1.0
28675,-70.0,0.0,-38.0,0.0,-53.0,31.0,1.0,1.0,1.0,1.0,1.0
28676,-4.0,-27.0,49.0,25.0,2.0,16.0,1.0,1.0,1.0,2.0,1.0
28677,50.0,-17.0,22.0,85.0,-35.0,40.0,1.0,1.0,2.0,1.0,1.0
28678,-30.0,-25.0,-25.0,-20.0,-25.0,-35.0,1.0,2.0,1.0,1.0,0.0
28679,5.0,39.0,0.0,20.0,25.0,6.0,2.0,1.0,0.5,2.0,1.0
28680,-5.0,55.0,1.0,5.0,7.0,26.0,0.0,1.0,1.0,1.0,0.0
28681,10.0,10.0,12.0,0.0,12.0,25.0,1.0,0.5,1.0,1.0,1.0
28682,11.0,20.0,43.0,58.0,48.0,30.0,1.0,1.0,1.0,1.0,1.0
28683,15.0,25.0,25.0,17.0,25.0,65.0,0.5,1.0,1.0,1.0,0.0
28684,-37.0,-50.0,-25.0,-40.0,-15.0,17.0,0.5,1.0,1.0,1.0,1.0
28685,-18.0,0.0,-10.0,-100.0,-70.0,-10.0,1.0,1.0,1.0,1.0,0.0
28686,-15.0,59.0,70.0,15.0,45.0,21.0,1.0,1.0,1.0,1.0,1.0
28687,5.0,7.0,-40.0,50.0,-30.0,23.0,1.0,2.0,2.0,2.0,1.0
28688,-16.0,-27.0,21.0,1.0,26.0,-77.0,1.0,1.0,1.0,1.0,0.0
28689,15.0,19.0,30.0,9.0,3.0,23.0,1.0,1.0,1.0,1.0,1.0
28690,-8.0,-60.0,10.0,-20.0,80.0,5.0,1.0,1.0,1.0,1.0,1.0
28691,-36.0,-54.0,-104.0,21.0,34.0,30.0,1.0,1.0,1.0,1.0,1.0
28692,30.0,-20.0,40.0,-15.0,60.0,25.0,1.0,1.0,1.0,1.0,1.0
28693,49.0,-20.0,55.0,10.0,10.0,-10.0,1.0,1.0,2.0,1.0,1.0
28694,-25.0,-38.0,-18.0,2.0,17.0,-36.0,0.5,1.0,2.0,1.0,0.0
28695,-10.0,-15.0,5.0,-35.0,-45.0,-35.0,1.0,2.0,1.0,1.0,0.0
28696,25.0,9.0,30.0,-20.0,0.0,-29.0,1.0,1.0,2.0,1.0,0.0
28697,80.0,0.0,-25.0,80.0,60.0,-10.0,1.0,1.0,1.0,1.0,0.0
28698,-20.0,-11.0,45.0,49.0,15.0,-63.0,1.0,1.0,1.0,1.0,0.0
28699,45.0,26.0,31.0,33.0,43.0,14.0,0.5,1.0,1.0,1.0,1.0
28700,-34.0,-60.0,-10.0,-30.0,-35.0,-36.0,1.0,1.0,1.0,1.0,0.0
28701,66.0,85.0,55.0,80.0,114.0,35.0,1.0,1.0,1.0,1.0,1.0
28702,18.0,19.0,8.0,-6.0,-11.0,66.0,2.0,1.0,2.0,1.0,1.0
28703,-35.0,-65.0,30.0,10.0,80.0,65.0,1.0,1.0,1.0,1.0,0.0
28704,24.0,-8.0,22.0,-60.0,41.0,6.0,1.0,1.0,1.0,1.0,1.0
28705,-61.0,-48.0,-11.0,-48.0,16.0,-78.0,0.5,0.5,0.5,1.0,0.0
28706,-30.0,20.0,30.0,20.0,10.0,25.0,1.0,1.0,1.0,1.0,1.0
28707,-25.0,52.0,-13.0,52.0,-13.0,49.0,1.0,1.0,1.0,1.0,1.0
28708,-32.0,-44.0,-12.0,-3.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0
28709,-7.0,-40.0,-23.0,15.0,-30.0,-65.0,0.5,1.0,1.0,1.0,0.0
28710,-45.0,-60.0,-30.0,35.0,-25.0,-35.0,0.0,1.0,1.0,1.0,0.0
28711,-55.0,-50.0,-35.0,-75.0,-75.0,-60.0,2.0,1.0,1.0,1.0,0.0
28712,15.0,32.0,1.0,50.0,11.0,-5.0,1.0,1.0,1.0,1.0,0.0
28713,-17.0,-14.0,-5.0,22.0,-1.0,29.0,0.5,2.0,1.0,1.0,1.0
28714,5.0,-37.0,-35.0,35.0,-15.0,53.0,2.0,1.0,2.0,1.0,1.0
28715,-18.0,10.0,32.0,37.0,9.0,-13.0,1.0,1.0,1.0,1.0,0.0
28716,-41.0,19.0,41.0,9.0,41.0,51.0,1.0,1.0,1.0,1.0,1.0
28717,-19.0,-39.0,60.0,30.0,-10.0,-35.0,1.0,1.0,1.0,1.0,0.0
28718,18.0,40.0,15.0,0.0,-5.0,12.0,1.0,1.0,1.0,0.5,1.0
28719,5.0,-5.0,-5.0,30.0,-20.0,-25.0,2.0,1.0,1.0,1.0,0.0
28720,15.0,37.0,-8.0,-8.0,32.0,11.0,1.0,1.0,1.0,1.0,1.0
28721,-14.0,-29.0,45.0,-10.0,-5.0,40.0,1.0,1.0,1.0,1.0,1.0
28722,-5.0,20.0,-11.0,5.0,-1.0,-5.0,1.0,1.0,1.0,1.0,0.0
28723,35.0,85.0,-10.0,-65.0,-30.0,25.0,0.5,1.0,1.0,1.0,1.0
28724,-40.0,-13.0,-27.0,-60.0,-85.0,-40.0,1.0,1.0,1.0,1.0,0.0
28725,20.0,10.0,105.0,15.0,5.0,-30.0,1.0,1.0,0.5,1.0,0.0
28726,10.0,25.0,10.0,-25.0,-15.0,-35.0,1.0,1.0,1.0,1.0,0.0
28727,-25.0,-55.0,-20.0,-45.0,-10.0,-10.0,2.0,1.0,1.0,1.0,0.0
28728,-10.0,20.0,0.0,50.0,20.0,0.0,0.5,1.0,1.0,1.0,0.0
28729,-38.0,-40.0,-50.0,-65.0,-40.0,-52.0,0.5,1.0,1.0,1.0,0.0
28730,25.0,75.0,20.0,65.0,20.0,15.0,0.5,1.0,1.0,1.0,1.0
28731,-25.0,-88.0,-33.0,-30.0,-55.0,-109.0,0.5,1.0,1.0,1.0,0.0
28732,90.0,52.0,75.0,57.0,30.0,48.0,2.0,1.0,1.0,1.0,1.0
28733,55.0,58.0,-30.0,5.0,20.0,-20.0,0.5,1.0,1.0,1.0,0.0
28734,27.0,29.0,22.0,78.0,59.0,73.0,1.0,1.0,1.0,1.0,1.0
28735,45.0,30.0,15.0,5.0,5.0,20.0,0.5,1.0,1.0,1.0,1.0
28736,19.0,101.0,50.0,-30.0,35.0,5.0,1.0,1.0,1.0,1.0,1.0
28737,-30.0,-55.0,185.0,-75.0,165.0,-90.0,2.0,1.0,1.0,1.0,0.0
28738,1.0,-12.0,-45.0,6.0,8.0,17.0,0.5,2.0,1.0,1.0,1.0
28739,-85.0,-30.0,-15.0,-48.0,-42.0,-30.0,2.0,1.0,1.0,1.0,0.0
28740,-16.0,-80.0,-60.0,-35.0,-40.0,-14.0,0.5,1.0,1.0,1.0,0.0
28741,-60.0,23.0,44.0,0.0,30.0,11.0,1.0,1.0,1.0,1.0,1.0
28742,-15.0,-43.0,15.0,-33.0,0.0,6.0,0.5,1.0,0.5,1.0,1.0
28743,-2.0,9.0,10.0,-18.0,3.0,-27.0,2.0,1.0,0.5,1.0,1.0
28744,0.0,5.0,-18.0,-17.0,-15.0,0.0,1.0,2.0,1.0,1.0,0.0
28745,-42.0,-74.0,-48.0,-30.0,-53.0,-23.0,0.5,1.0,1.0,1.0,0.0
28746,7.0,20.0,3.0,22.0,9.0,-11.0,1.0,1.0,1.0,1.0,0.0
28747,80.0,30.0,40.0,55.0,40.0,25.0,1.0,1.0,1.0,1.0,1.0
28748,8.0,-16.0,-2.0,10.0,-65.0,-28.0,0.5,1.0,1.0,1.0,0.0
28749,71.0,81.0,50.0,-4.0,3.0,-21.0,2.0,1.0,1.0,1.0,1.0
28750,26.0,50.0,10.0,30.0,74.0,10.0,2.0,1.0,1.0,1.0,1.0
28751,-20.0,-30.0,-120.0,-10.0,-70.0,-5.0,0.5,0.5,0.5,1.0,0.0
